surah_no,surah_name_en,surah_name_roman,ayah_no_surah,ayah_no_quran,,ayah_ar,ayah_en,ruko_no,juz_no,manzil_no,hizb_quarter,total_ayah_surah,total_ayah_quran,place_of_revelation,sajah_ayah,sajdah_no,no_of_word_ayah,list_of_words,emotion
2,The Cow,Al-Baqarah,30,37,,وَعَلَّمَ ءَادَمَ ٱلْأَسْمَآءَ كُلَّهَا ثُمَّ عَرَضَهُمْ عَلَى ٱلْمَلَٰٓئِكَةِ فَقَالَ أَنۢبِـُٔونِى بِأَسْمَآءِ هَٰٓؤُلَآءِ إِن كُنتُمْ صَٰدِقِينَ,"He taught Adam all the names, then He set them before the angels and said, ""Tell Me the names of these, if what you say be true.""",5,1,1,2,286,6236,Medinan,FALSE,,15,"[وَعَلَّمَ,ءَادَمَ,ٱلْأَسْمَآءَ,كُلَّهَا,ثُمَّ,عَرَضَهُمْ,عَلَى,ٱلْمَلَٰٓئِكَةِ,فَقَالَ,أَنۢبِـُٔونِى,بِأَسْمَآءِ,هَٰٓؤُلَآءِ,إِن,كُنتُمْ,صَٰدِقِينَ]",hope
2,The Cow,Al-Baqarah,31,38,,قَالُوا۟ سُبْحَٰنَكَ لَا عِلْمَ لَنَآ إِلَّا مَا عَلَّمْتَنَآ ۖ إِنَّكَ أَنتَ ٱلْعَلِيمُ ٱلْحَكِيمُ,"They said, ""Glory be to You; we have no knowledge except whatever You have taught us. You are the All Knowing, the All Wise.""",5,1,1,2,286,6236,Medinan,FALSE,,13,"[قَالُوا۟,سُبْحَٰنَكَ,لَا,عِلْمَ,لَنَآ,إِلَّا,مَا,عَلَّمْتَنَآ,ۖ,إِنَّكَ,أَنتَ,ٱلْعَلِيمُ,ٱلْحَكِيمُ]",hope
2,The Cow,Al-Baqarah,32,39,,قَالَ يَٰٓـَٔادَمُ أَنۢبِئْهُم بِأَسْمَآئِهِمْ ۖ فَلَمَّآ أَنۢبَأَهُم بِأَسْمَآئِهِمْ قَالَ أَلَمْ أَقُل لَّكُمْ إِنِّىٓ أَعْلَمُ غَيْبَ ٱلسَّمَٰوَٰتِ وَٱلْأَرْضِ وَأَعْلَمُ مَا تُبْدُونَ وَمَا كُنتُمْ تَكْتُمُونَ,"Then He said, ""O Adam, tell them their names."" When Adam had told them the names, God said to the angels, ""Did I not say to you: I know the secrets of the heavens and of the earth, and I know what you reveal and what you conceal?""",5,1,1,2,286,6236,Medinan,FALSE,,23,"[قَالَ,يَٰٓـَٔادَمُ,أَنۢبِئْهُم,بِأَسْمَآئِهِمْ,ۖ,فَلَمَّآ,أَنۢبَأَهُم,بِأَسْمَآئِهِمْ,قَالَ,أَلَمْ,أَقُل,لَّكُمْ,إِنِّىٓ,أَعْلَمُ,غَيْبَ,ٱلسَّمَٰوَٰتِ,وَٱلْأَرْضِ,وَأَعْلَمُ,مَا,تُبْدُونَ,وَمَا,كُنتُمْ,تَكْتُمُونَ]",divine justice
2,The Cow,Al-Baqarah,33,40,,وَإِذْ قُلْنَا لِلْمَلَٰٓئِكَةِ ٱسْجُدُوا۟ لِءَادَمَ فَسَجَدُوٓا۟ إِلَّآ إِبْلِيسَ أَبَىٰ وَٱسْتَكْبَرَ وَكَانَ مِنَ ٱلْكَٰفِرِينَ,"When We said to the angels, ""Bow down before Adam,"" they all bowed except for Iblis \[Satan\]. He refused and acted proudly and became an unbeliever.",5,1,1,2,286,6236,Medinan,FALSE,,13,"[وَإِذْ,قُلْنَا,لِلْمَلَٰٓئِكَةِ,ٱسْجُدُوا۟,لِءَادَمَ,فَسَجَدُوٓا۟,إِلَّآ,إِبْلِيسَ,أَبَىٰ,وَٱسْتَكْبَرَ,وَكَانَ,مِنَ,ٱلْكَٰفِرِينَ]",divine justice
2,The Cow,Al-Baqarah,34,41,,وَقُلْنَا يَٰٓـَٔادَمُ ٱسْكُنْ أَنتَ وَزَوْجُكَ ٱلْجَنَّةَ وَكُلَا مِنْهَا رَغَدًا حَيْثُ شِئْتُمَا وَلَا تَقْرَبَا هَٰذِهِ ٱلشَّجَرَةَ فَتَكُونَا مِنَ ٱلظَّٰلِمِينَ,"We said, ""O Adam! live with your wife in Paradise and eat freely from it anywhere you may wish. Yet do not approach this tree lest you become wrongdoers.""",5,1,1,2,286,6236,Medinan,FALSE,,18,"[وَقُلْنَا,يَٰٓـَٔادَمُ,ٱسْكُنْ,أَنتَ,وَزَوْجُكَ,ٱلْجَنَّةَ,وَكُلَا,مِنْهَا,رَغَدًا,حَيْثُ,شِئْتُمَا,وَلَا,تَقْرَبَا,هَٰذِهِ,ٱلشَّجَرَةَ,فَتَكُونَا,مِنَ,ٱلظَّٰلِمِينَ]",divine justice
2,The Cow,Al-Baqarah,35,42,,فَأَزَلَّهُمَا ٱلشَّيْطَٰنُ عَنْهَا فَأَخْرَجَهُمَا مِمَّا كَانَا فِيهِ ۖ وَقُلْنَا ٱهْبِطُوا۟ بَعْضُكُمْ لِبَعْضٍ عَدُوٌّۭ ۖ وَلَكُمْ فِى ٱلْأَرْضِ مُسْتَقَرٌّۭ وَمَتَٰعٌ إِلَىٰ حِينٍۢ,"But Satan caused them both to slip through this and thus brought about the loss of their former state. We said, ""Go down from here as enemies to each other; and on earth you shall have your abode and your livelihood for a while!""",5,1,1,2,286,6236,Medinan,FALSE,,21,"[فَأَزَلَّهُمَا,ٱلشَّيْطَٰنُ,عَنْهَا,فَأَخْرَجَهُمَا,مِمَّا,كَانَا,فِيهِ,ۖ,وَقُلْنَا,ٱهْبِطُوا۟,بَعْضُكُمْ,لِبَعْضٍ,عَدُوٌّۭ,ۖ,وَلَكُمْ,فِى,ٱلْأَرْضِ,مُسْتَقَرٌّۭ,وَمَتَٰعٌ,إِلَىٰ,حِينٍۢ]",divine justice
2,The Cow,Al-Baqarah,36,43,,فَتَلَقَّىٰٓ ءَادَمُ مِن رَّبِّهِۦ كَلِمَٰتٍۢ فَتَابَ عَلَيْهِ ۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"Then Adam received some words \[of prayer\] from his Lord and He accepted his repentance. He is the Forgiving One, the Merciful.",5,1,1,2,286,6236,Medinan,FALSE,,12,"[فَتَلَقَّىٰٓ,ءَادَمُ,مِن,رَّبِّهِۦ,كَلِمَٰتٍۢ,فَتَابَ,عَلَيْهِ,ۚ,إِنَّهُۥ,هُوَ,ٱلتَّوَّابُ,ٱلرَّحِيمُ]",hope
2,The Cow,Al-Baqarah,37,44,,قُلْنَا ٱهْبِطُوا۟ مِنْهَا جَمِيعًۭا ۖ فَإِمَّا يَأْتِيَنَّكُم مِّنِّى هُدًۭى فَمَن تَبِعَ هُدَاىَ فَلَا خَوْفٌ عَلَيْهِمْ وَلَا هُمْ يَحْزَنُونَ,"We said, ""Go down, all of you, from here: then when guidance comes to you from Me, anyone who follows My guidance will have no fear, nor will they grieve --",5,1,1,2,286,6236,Medinan,FALSE,,18,"[قُلْنَا,ٱهْبِطُوا۟,مِنْهَا,جَمِيعًۭا,ۖ,فَإِمَّا,يَأْتِيَنَّكُم,مِّنِّى,هُدًۭى,فَمَن,تَبِعَ,هُدَاىَ,فَلَا,خَوْفٌ,عَلَيْهِمْ,وَلَا,هُمْ,يَحْزَنُونَ]",hope
2,The Cow,Al-Baqarah,38,45,,وَٱلَّذِينَ كَفَرُوا۟ وَكَذَّبُوا۟ بِـَٔايَٰتِنَآ أُو۟لَٰٓئِكَ أَصْحَٰبُ ٱلنَّارِ ۖ هُمْ فِيهَا خَٰلِدُونَ,"those who deny and reject Our signs shall be the inhabitants of the Fire; therein shall they abide forever.""",5,1,1,2,286,6236,Medinan,FALSE,,11,"[وَٱلَّذِينَ,كَفَرُوا۟,وَكَذَّبُوا۟,بِـَٔايَٰتِنَآ,أُو۟لَٰٓئِكَ,أَصْحَٰبُ,ٱلنَّارِ,ۖ,هُمْ,فِيهَا,خَٰلِدُونَ]",divine justice
2,The Cow,Al-Baqarah,39,46,,يَٰبَنِىٓ إِسْرَٰٓءِيلَ ٱذْكُرُوا۟ نِعْمَتِىَ ٱلَّتِىٓ أَنْعَمْتُ عَلَيْكُمْ وَأَوْفُوا۟ بِعَهْدِىٓ أُوفِ بِعَهْدِكُمْ وَإِيَّٰىَ فَٱرْهَبُونِ,"Children of Israel, remember the favours I have bestowed upon you, and fulfil the covenant that you made with Me. I shall fulfil the covenant I made with you. Fear Me alone.",6,1,1,2,286,6236,Medinan,FALSE,,13,"[يَٰبَنِىٓ,إِسْرَٰٓءِيلَ,ٱذْكُرُوا۟,نِعْمَتِىَ,ٱلَّتِىٓ,أَنْعَمْتُ,عَلَيْكُمْ,وَأَوْفُوا۟,بِعَهْدِىٓ,أُوفِ,بِعَهْدِكُمْ,وَإِيَّٰىَ,فَٱرْهَبُونِ]",hope
2,The Cow,Al-Baqarah,40,47,,وَءَامِنُوا۟ بِمَآ أَنزَلْتُ مُصَدِّقًۭا لِّمَا مَعَكُمْ وَلَا تَكُونُوٓا۟ أَوَّلَ كَافِرٍۭ بِهِۦ ۖ وَلَا تَشْتَرُوا۟ بِـَٔايَٰتِى ثَمَنًۭا قَلِيلًۭا وَإِيَّٰىَ فَٱتَّقُونِ,And believe in the message I have sent down which fulfils that \[predictions about the last prophet in their Scripture\] which you already possess and do not be foremost among those who deny its truth. Do not sell My revelations for a paltry price; fear Me alone.,6,1,1,2,286,6236,Medinan,FALSE,,19,"[وَءَامِنُوا۟,بِمَآ,أَنزَلْتُ,مُصَدِّقًۭا,لِّمَا,مَعَكُمْ,وَلَا,تَكُونُوٓا۟,أَوَّلَ,كَافِرٍۭ,بِهِۦ,ۖ,وَلَا,تَشْتَرُوا۟,بِـَٔايَٰتِى,ثَمَنًۭا,قَلِيلًۭا,وَإِيَّٰىَ,فَٱتَّقُونِ]",divine justice
2,The Cow,Al-Baqarah,41,48,,وَلَا تَلْبِسُوا۟ ٱلْحَقَّ بِٱلْبَٰطِلِ وَتَكْتُمُوا۟ ٱلْحَقَّ وَأَنتُمْ تَعْلَمُونَ,"Do not mix truth with falsehood, or hide the truth when you know it.",6,1,1,2,286,6236,Medinan,FALSE,,8,"[وَلَا,تَلْبِسُوا۟,ٱلْحَقَّ,بِٱلْبَٰطِلِ,وَتَكْتُمُوا۟,ٱلْحَقَّ,وَأَنتُمْ,تَعْلَمُونَ]",hope
2,The Cow,Al-Baqarah,42,49,,وَأَقِيمُوا۟ ٱلصَّلَوٰةَ وَءَاتُوا۟ ٱلزَّكَوٰةَ وَٱرْكَعُوا۟ مَعَ ٱلرَّٰكِعِينَ,"Attend to your prayers, give the zakat \[prescribed alms\] and bow down with those who bow down.",6,1,1,2,286,6236,Medinan,FALSE,,7,"[وَأَقِيمُوا۟,ٱلصَّلَوٰةَ,وَءَاتُوا۟,ٱلزَّكَوٰةَ,وَٱرْكَعُوا۟,مَعَ,ٱلرَّٰكِعِينَ]",hope
2,The Cow,Al-Baqarah,43,50,,۞ أَتَأْمُرُونَ ٱلنَّاسَ بِٱلْبِرِّ وَتَنسَوْنَ أَنفُسَكُمْ وَأَنتُمْ تَتْلُونَ ٱلْكِتَٰبَ ۚ أَفَلَا تَعْقِلُونَ,Do you admonish others to do good and forget this yourselves? Yet you read the Book. Will you not then understand?,6,1,1,3,286,6236,Medinan,FALSE,,12,"[۞,أَتَأْمُرُونَ,ٱلنَّاسَ,بِٱلْبِرِّ,وَتَنسَوْنَ,أَنفُسَكُمْ,وَأَنتُمْ,تَتْلُونَ,ٱلْكِتَٰبَ,ۚ,أَفَلَا,تَعْقِلُونَ]",hope
2,The Cow,Al-Baqarah,44,51,,وَٱسْتَعِينُوا۟ بِٱلصَّبْرِ وَٱلصَّلَوٰةِ ۚ وَإِنَّهَا لَكَبِيرَةٌ إِلَّا عَلَى ٱلْخَٰشِعِينَ,"Seek help with patience and prayer; this is indeed an exacting discipline, but not to the humble,",6,1,1,3,286,6236,Medinan,FALSE,,9,"[وَٱسْتَعِينُوا۟,بِٱلصَّبْرِ,وَٱلصَّلَوٰةِ,ۚ,وَإِنَّهَا,لَكَبِيرَةٌ,إِلَّا,عَلَى,ٱلْخَٰشِعِينَ]",hope
2,The Cow,Al-Baqarah,45,52,,ٱلَّذِينَ يَظُنُّونَ أَنَّهُم مُّلَٰقُوا۟ رَبِّهِمْ وَأَنَّهُمْ إِلَيْهِ رَٰجِعُونَ,"who know for certain that they will meet their Lord, and that they will return to Him.",6,1,1,3,286,6236,Medinan,FALSE,,8,"[ٱلَّذِينَ,يَظُنُّونَ,أَنَّهُم,مُّلَٰقُوا۟,رَبِّهِمْ,وَأَنَّهُمْ,إِلَيْهِ,رَٰجِعُونَ]",hope
2,The Cow,Al-Baqarah,46,53,,يَٰبَنِىٓ إِسْرَٰٓءِيلَ ٱذْكُرُوا۟ نِعْمَتِىَ ٱلَّتِىٓ أَنْعَمْتُ عَلَيْكُمْ وَأَنِّى فَضَّلْتُكُمْ عَلَى ٱلْعَٰلَمِينَ,"Children of Israel, remember My blessing which I have bestowed on you, and how I favoured you above all other people.",7,1,1,3,286,6236,Medinan,FALSE,,11,"[يَٰبَنِىٓ,إِسْرَٰٓءِيلَ,ٱذْكُرُوا۟,نِعْمَتِىَ,ٱلَّتِىٓ,أَنْعَمْتُ,عَلَيْكُمْ,وَأَنِّى,فَضَّلْتُكُمْ,عَلَى,ٱلْعَٰلَمِينَ]",hope
2,The Cow,Al-Baqarah,47,54,,وَٱتَّقُوا۟ يَوْمًۭا لَّا تَجْزِى نَفْسٌ عَن نَّفْسٍۢ شَيْـًۭٔا وَلَا يُقْبَلُ مِنْهَا شَفَٰعَةٌۭ وَلَا يُؤْخَذُ مِنْهَا عَدْلٌۭ وَلَا هُمْ يُنصَرُونَ,"Guard yourselves against the Day on which no soul shall in the least avail another, when neither intercession nor ransom shall be accepted from it nor shall help be given to it.",7,1,1,3,286,6236,Medinan,FALSE,,19,"[وَٱتَّقُوا۟,يَوْمًۭا,لَّا,تَجْزِى,نَفْسٌ,عَن,نَّفْسٍۢ,شَيْـًۭٔا,وَلَا,يُقْبَلُ,مِنْهَا,شَفَٰعَةٌۭ,وَلَا,يُؤْخَذُ,مِنْهَا,عَدْلٌۭ,وَلَا,هُمْ,يُنصَرُونَ]",hope
2,The Cow,Al-Baqarah,48,55,,وَإِذْ نَجَّيْنَٰكُم مِّنْ ءَالِ فِرْعَوْنَ يَسُومُونَكُمْ سُوٓءَ ٱلْعَذَابِ يُذَبِّحُونَ أَبْنَآءَكُمْ وَيَسْتَحْيُونَ نِسَآءَكُمْ ۚ وَفِى ذَٰلِكُم بَلَآءٌۭ مِّن رَّبِّكُمْ عَظِيمٌۭ,"Remember when We delivered you from Pharaoh's people, who subjected you to grievous torment, slaying your sons and sparing only your daughters, surely in that there was a great trial for you from your Lord,",7,1,1,3,286,6236,Medinan,FALSE,,19,"[وَإِذْ,نَجَّيْنَٰكُم,مِّنْ,ءَالِ,فِرْعَوْنَ,يَسُومُونَكُمْ,سُوٓءَ,ٱلْعَذَابِ,يُذَبِّحُونَ,أَبْنَآءَكُمْ,وَيَسْتَحْيُونَ,نِسَآءَكُمْ,ۚ,وَفِى,ذَٰلِكُم,بَلَآءٌۭ,مِّن,رَّبِّكُمْ,عَظِيمٌۭ]",grief
2,The Cow,Al-Baqarah,49,56,,وَإِذْ فَرَقْنَا بِكُمُ ٱلْبَحْرَ فَأَنجَيْنَٰكُمْ وَأَغْرَقْنَآ ءَالَ فِرْعَوْنَ وَأَنتُمْ تَنظُرُونَ,"and when We divided the sea for you and saved you and drowned Pharaoh's people, while you looked on.",7,1,1,3,286,6236,Medinan,FALSE,,10,"[وَإِذْ,فَرَقْنَا,بِكُمُ,ٱلْبَحْرَ,فَأَنجَيْنَٰكُمْ,وَأَغْرَقْنَآ,ءَالَ,فِرْعَوْنَ,وَأَنتُمْ,تَنظُرُونَ]",taqwa
2,The Cow,Al-Baqarah,50,57,,وَإِذْ وَٰعَدْنَا مُوسَىٰٓ أَرْبَعِينَ لَيْلَةًۭ ثُمَّ ٱتَّخَذْتُمُ ٱلْعِجْلَ مِنۢ بَعْدِهِۦ وَأَنتُمْ ظَٰلِمُونَ,"We appointed for Moses forty nights \[on Mount Sinai\], and in his absence you took to worshipping the calf, and thus became transgressors.",7,1,1,3,286,6236,Medinan,FALSE,,12,"[وَإِذْ,وَٰعَدْنَا,مُوسَىٰٓ,أَرْبَعِينَ,لَيْلَةًۭ,ثُمَّ,ٱتَّخَذْتُمُ,ٱلْعِجْلَ,مِنۢ,بَعْدِهِۦ,وَأَنتُمْ,ظَٰلِمُونَ]",divine justice
2,The Cow,Al-Baqarah,51,58,,ثُمَّ عَفَوْنَا عَنكُم مِّنۢ بَعْدِ ذَٰلِكَ لَعَلَّكُمْ تَشْكُرُونَ,"Yet after that We pardoned you, so that you might be grateful.",7,1,1,3,286,6236,Medinan,FALSE,,8,"[ثُمَّ,عَفَوْنَا,عَنكُم,مِّنۢ,بَعْدِ,ذَٰلِكَ,لَعَلَّكُمْ,تَشْكُرُونَ]",hope
2,The Cow,Al-Baqarah,52,59,,وَإِذْ ءَاتَيْنَا مُوسَى ٱلْكِتَٰبَ وَٱلْفُرْقَانَ لَعَلَّكُمْ تَهْتَدُونَ,"Remember when We gave Moses the Scripture, and the criterion \[to distinguish between right and wrong\], so that you might be guided.",7,1,1,3,286,6236,Medinan,FALSE,,7,"[وَإِذْ,ءَاتَيْنَا,مُوسَى,ٱلْكِتَٰبَ,وَٱلْفُرْقَانَ,لَعَلَّكُمْ,تَهْتَدُونَ]",hope
2,The Cow,Al-Baqarah,53,60,,وَإِذْ قَالَ مُوسَىٰ لِقَوْمِهِۦ يَٰقَوْمِ إِنَّكُمْ ظَلَمْتُمْ أَنفُسَكُم بِٱتِّخَاذِكُمُ ٱلْعِجْلَ فَتُوبُوٓا۟ إِلَىٰ بَارِئِكُمْ فَٱقْتُلُوٓا۟ أَنفُسَكُمْ ذَٰلِكُمْ خَيْرٌۭ لَّكُمْ عِندَ بَارِئِكُمْ فَتَابَ عَلَيْكُمْ ۚ إِنَّهُۥ هُوَ ٱلتَّوَّابُ ٱلرَّحِيمُ,"When Moses said to his people, ""O my people, you have indeed wronged yourselves by worshipping the calf; turn in repentance to your Creator and slay \[the culprits\] among you. That course is best for you in the sight of your Maker."" He relented towards you. He is the Forgiving One, the Merciful.",7,1,1,3,286,6236,Medinan,FALSE,,27,"[وَإِذْ,قَالَ,مُوسَىٰ,لِقَوْمِهِۦ,يَٰقَوْمِ,إِنَّكُمْ,ظَلَمْتُمْ,أَنفُسَكُم,بِٱتِّخَاذِكُمُ,ٱلْعِجْلَ,فَتُوبُوٓا۟,إِلَىٰ,بَارِئِكُمْ,فَٱقْتُلُوٓا۟,أَنفُسَكُمْ,ذَٰلِكُمْ,خَيْرٌۭ,لَّكُمْ,عِندَ,بَارِئِكُمْ,فَتَابَ,عَلَيْكُمْ,ۚ,إِنَّهُۥ,هُوَ,ٱلتَّوَّابُ,ٱلرَّحِيمُ]",divine justice
2,The Cow,Al-Baqarah,54,61,,وَإِذْ قُلْتُمْ يَٰمُوسَىٰ لَن نُّؤْمِنَ لَكَ حَتَّىٰ نَرَى ٱللَّهَ جَهْرَةًۭ فَأَخَذَتْكُمُ ٱلصَّٰعِقَةُ وَأَنتُمْ تَنظُرُونَ,"Remember when you said, ""Moses, we will not believe in you until we see God with our own eyes,"" a thunderbolt struck you while you were looking on.",7,1,1,3,286,6236,Medinan,FALSE,,14,"[وَإِذْ,قُلْتُمْ,يَٰمُوسَىٰ,لَن,نُّؤْمِنَ,لَكَ,حَتَّىٰ,نَرَى,ٱللَّهَ,جَهْرَةًۭ,فَأَخَذَتْكُمُ,ٱلصَّٰعِقَةُ,وَأَنتُمْ,تَنظُرُونَ]",divine justice
2,The Cow,Al-Baqarah,55,62,,ثُمَّ بَعَثْنَٰكُم مِّنۢ بَعْدِ مَوْتِكُمْ لَعَلَّكُمْ تَشْكُرُونَ,"Then We brought you back to life after your death, so that you might be grateful.",7,1,1,3,286,6236,Medinan,FALSE,,7,"[ثُمَّ,بَعَثْنَٰكُم,مِّنۢ,بَعْدِ,مَوْتِكُمْ,لَعَلَّكُمْ,تَشْكُرُونَ]",hope
2,The Cow,Al-Baqarah,56,63,,وَظَلَّلْنَا عَلَيْكُمُ ٱلْغَمَامَ وَأَنزَلْنَا عَلَيْكُمُ ٱلْمَنَّ وَٱلسَّلْوَىٰ ۖ كُلُوا۟ مِن طَيِّبَٰتِ مَا رَزَقْنَٰكُمْ ۖ وَمَا ظَلَمُونَا وَلَٰكِن كَانُوٓا۟ أَنفُسَهُمْ يَظْلِمُونَ,"Then We caused the clouds to provide shade for you and sent down for you manna and quails, saying, ""Eat the good things We have provided for you."" Indeed, they did not wrong Us, but they wronged themselves.",7,1,1,3,286,6236,Medinan,FALSE,,20,"[وَظَلَّلْنَا,عَلَيْكُمُ,ٱلْغَمَامَ,وَأَنزَلْنَا,عَلَيْكُمُ,ٱلْمَنَّ,وَٱلسَّلْوَىٰ,ۖ,كُلُوا۟,مِن,طَيِّبَٰتِ,مَا,رَزَقْنَٰكُمْ,ۖ,وَمَا,ظَلَمُونَا,وَلَٰكِن,كَانُوٓا۟,أَنفُسَهُمْ,يَظْلِمُونَ]",divine justice
2,The Cow,Al-Baqarah,57,64,,وَإِذْ قُلْنَا ٱدْخُلُوا۟ هَٰذِهِ ٱلْقَرْيَةَ فَكُلُوا۟ مِنْهَا حَيْثُ شِئْتُمْ رَغَدًۭا وَٱدْخُلُوا۟ ٱلْبَابَ سُجَّدًۭا وَقُولُوا۟ حِطَّةٌۭ نَّغْفِرْ لَكُمْ خَطَٰيَٰكُمْ ۚ وَسَنَزِيدُ ٱلْمُحْسِنِينَ,"Remember when We said, ""Enter this land and eat freely wherever you will. Make your way through the gates, bowing down and saying, ""God! Forgive us our sins."" We shall forgive you your sins and We shall give abundance to those who do good.""",7,1,1,3,286,6236,Medinan,FALSE,,21,"[وَإِذْ,قُلْنَا,ٱدْخُلُوا۟,هَٰذِهِ,ٱلْقَرْيَةَ,فَكُلُوا۟,مِنْهَا,حَيْثُ,شِئْتُمْ,رَغَدًۭا,وَٱدْخُلُوا۟,ٱلْبَابَ,سُجَّدًۭا,وَقُولُوا۟,حِطَّةٌۭ,نَّغْفِرْ,لَكُمْ,خَطَٰيَٰكُمْ,ۚ,وَسَنَزِيدُ,ٱلْمُحْسِنِينَ]",hope
